KT752481.1,../../Genome/Virus/KT752481.1.fna,linear,10
OV537954.1,../../Genome/Virus/OV537954.1.fna,linear,10
OW849570.1,../../Genome/Virus/OW849570.1.fna,linear,10
MW178403.1,../../Genome/Virus/MW178403.1.fna,linear,10
OX180885.2,../../Genome/Virus/OX180885.2.fna,linear,10
OW273352.1,../../Genome/Virus/OW273352.1.fna,linear,10
OX397376.1,../../Genome/Virus/OX397376.1.fna,linear,10
AY677480.1,../../Genome/Virus/AY677480.1.fna,linear,10
OW273233.1,../../Genome/Virus/OW273233.1.fna,linear,10
OK228442.1,../../Genome/Virus/OK228442.1.fna,linear,10
CY225171.1,../../Genome/Virus/CY225171.1.fna,linear,10
OU228497.1,../../Genome/Virus/OU228497.1.fna,linear,10
OU181773.1,../../Genome/Virus/OU181773.1.fna,linear,10
ON189462.1,../../Genome/Virus/ON189462.1.fna,linear,10
OU733626.1,../../Genome/Virus/OU733626.1.fna,linear,10
OV648715.1,../../Genome/Virus/OV648715.1.fna,linear,10
MK857400.1,../../Genome/Virus/MK857400.1.fna,linear,10
OY512813.1,../../Genome/Virus/OY512813.1.fna,linear,10
OL332478.1,../../Genome/Virus/OL332478.1.fna,linear,10
MN302057.1,../../Genome/Virus/MN302057.1.fna,linear,10
OW532553.1,../../Genome/Virus/OW532553.1.fna,linear,10
OR044287.1,../../Genome/Virus/OR044287.1.fna,linear,10
OX068486.1,../../Genome/Virus/OX068486.1.fna,linear,10
OW493418.1,../../Genome/Virus/OW493418.1.fna,linear,10
OX447118.1,../../Genome/Virus/OX447118.1.fna,linear,10
MN768128.1,../../Genome/Virus/MN768128.1.fna,linear,10
OM715622.1,../../Genome/Virus/OM715622.1.fna,linear,10
OP402884.1,../../Genome/Virus/OP402884.1.fna,linear,10
OX203649.1,../../Genome/Virus/OX203649.1.fna,linear,10
OM214851.1,../../Genome/Virus/OM214851.1.fna,linear,10
OM902838.1,../../Genome/Virus/OM902838.1.fna,linear,10
OM659553.1,../../Genome/Virus/OM659553.1.fna,linear,10
OX601287.1,../../Genome/Virus/OX601287.1.fna,linear,10
OX275960.1,../../Genome/Virus/OX275960.1.fna,linear,10
OU464955.1,../../Genome/Virus/OU464955.1.fna,linear,10
OL758402.1,../../Genome/Virus/OL758402.1.fna,linear,10
OM788792.1,../../Genome/Virus/OM788792.1.fna,linear,10
OY055971.1,../../Genome/Virus/OY055971.1.fna,linear,10
OV715502.1,../../Genome/Virus/OV715502.1.fna,linear,10
AF247879.1,../../Genome/Virus/AF247879.1.fna,linear,10
ON300896.1,../../Genome/Virus/ON300896.1.fna,linear,10
ON032266.1,../../Genome/Virus/ON032266.1.fna,linear,10
OY005565.1,../../Genome/Virus/OY005565.1.fna,linear,10
OK383035.1,../../Genome/Virus/OK383035.1.fna,linear,10
KY180906.1,../../Genome/Virus/KY180906.1.fna,linear,10
LR861836.1,../../Genome/Virus/LR861836.1.fna,circular,10
OW718359.1,../../Genome/Virus/OW718359.1.fna,linear,10
OP150827.1,../../Genome/Virus/OP150827.1.fna,linear,10
OP126404.1,../../Genome/Virus/OP126404.1.fna,linear,10
MH801762.1,../../Genome/Virus/MH801762.1.fna,linear,10
OV990265.1,../../Genome/Virus/OV990265.1.fna,linear,10
OK390347.1,../../Genome/Virus/OK390347.1.fna,linear,10
OL382042.1,../../Genome/Virus/OL382042.1.fna,linear,10
OU987183.1,../../Genome/Virus/OU987183.1.fna,linear,10
OK574875.1,../../Genome/Virus/OK574875.1.fna,linear,10
OP944876.1,../../Genome/Virus/OP944876.1.fna,linear,10
OW582615.1,../../Genome/Virus/OW582615.1.fna,linear,10
CY064765.1,../../Genome/Virus/CY064765.1.fna,linear,10
ON557776.1,../../Genome/Virus/ON557776.1.fna,linear,10
OY288841.1,../../Genome/Virus/OY288841.1.fna,linear,10
OL708956.1,../../Genome/Virus/OL708956.1.fna,linear,10
OW636733.1,../../Genome/Virus/OW636733.1.fna,linear,10
OL860546.1,../../Genome/Virus/OL860546.1.fna,linear,10
OU249116.1,../../Genome/Virus/OU249116.1.fna,linear,10
OU698365.1,../../Genome/Virus/OU698365.1.fna,linear,10
