GCA_000006805.fasta,171
GCA_000007005.fasta,199
GCA_000007065.fasta,273
GCA_000007185.fasta,112
GCA_000007225.fasta,148
GCA_000007305.fasta,127
GCA_000007345.fasta,383
GCA_000008085.fasta,32
GCA_000008265.fasta,103
GCA_000008645.fasta,116
GCA_000008665.fasta,145
GCA_000009185.fasta,211
GCA_000009965.fasta,139
GCA_000011005.fasta,197
GCA_000011085.fasta,284
GCA_000011105.fasta,115
GCA_000011125.fasta,111
GCA_000011185.fasta,105
GCA_000011205.fasta,179
GCA_000011585.fasta,0
GCA_000012285.fasta,148
GCA_000012545.fasta,117
GCA_000013445.fasta,236
GCA_000013725.fasta,0
GCA_000014945.fasta,125
GCA_000015145.fasta,111
GCA_000015205.fasta,121
GCA_000015225.fasta,120
GCA_000015765.fasta,120
GCA_000015805.fasta,133
GCA_000015825.fasta,165
GCA_000015945.fasta,104
GCA_000016125.fasta,119
GCA_000016385.fasta,141
GCA_000016525.fasta,123
GCA_000016605.fasta,146
GCA_000017165.fasta,114
GCA_000017185.fasta,104
GCA_000017625.fasta,169
GCA_000017945.fasta,86
GCA_000018305.fasta,138
GCA_000018365.fasta,123
GCA_000018465.fasta,109
GCA_000019605.fasta,106
GCA_000019805.fasta,117
GCA_000020905.fasta,91
GCA_000021965.fasta,194
GCA_000022205.fasta,246
GCA_000022365.fasta,136
GCA_000022385.fasta,182
GCA_000022405.fasta,173
GCA_000022425.fasta,179
GCA_000022445.fasta,172
GCA_000022465.fasta,180
GCA_000022485.fasta,190
GCA_000022545.fasta,123
GCA_000023945.fasta,207
GCA_000023965.fasta,222
GCA_000023985.fasta,100
GCA_000024185.fasta,195
GCA_000024305.fasta,183
GCA_000024625.fasta,117
GCA_000025285.fasta,104
GCA_000025325.fasta,362
GCA_000025505.fasta,146
GCA_000025525.fasta,118
GCA_000025625.fasta,296
GCA_000025665.fasta,99
GCA_000025685.fasta,267
GCA_000025865.fasta,134
GCA_000026045.fasta,183
GCA_000063445.fasta,211
GCA_000069025.fasta,177
GCA_000091665.fasta,115
GCA_000092185.fasta,87
GCA_000092305.fasta,88
GCA_000092465.fasta,105
GCA_000144915.fasta,99
GCA_000145295.fasta,109
GCA_000145985.fasta,125
GCA_000147875.fasta,189
GCA_000148385.fasta,158
GCA_000151085.fasta,198
GCA_000151105.fasta,137
GCA_000151205.fasta,139
GCA_000151225.fasta,115
GCA_000151245.fasta,114
GCA_000152265.fasta,129
GCA_000166095.fasta,82
GCA_000172995.fasta,262
GCA_000175555.fasta,178
GCA_000179575.fasta,111
GCA_000186365.fasta,87
GCA_000187225.fasta,285
GCA_000189555.fasta,168
GCA_000189575.fasta,177
GCA_000189795.fasta,118
