GRCh38,40
GCA_000001985.1,0.0075
GCA_000002495.2,0.0075
GCA_000002525.1,0.0075
GCA_000002655.1,0.0075
GCA_000002715.1,0.0075
GCA_000003125.1,0.0075
GCA_000003515.2,0.0075
GCA_000003525.2,0.0075
GCA_000003835.1,0.0075
GCA_000003855.2,0.0075
GCA_000004155.2,0.0075
GCA_000006255.1,0.0075
GCA_000006275.3,0.0075
GCA_000006335.3,0.0075
GCA_000006445.2,0.0075
GCA_000011425.1,0.0075
GCA_000026945.1,0.0075
GCA_000091025.4,0.0075
GCA_000091045.1,0.0075
GCA_000091225.2,0.0075
GCA_000142805.1,0.0075
GCA_000143105.2,0.0075
GCA_000143185.2,0.0075
GCA_000143365.1,0.0075
GCA_000143535.4,0.0075
GCA_000143565.1,0.0075
GCA_000145635.1,0.0075
GCA_000146465.1,0.0075
GCA_000147375.2,0.0075
GCA_000149035.1,0.0075
GCA_000149225.2,0.0075
GCA_000149245.3,0.0075
GCA_000149305.1,0.0075
GCA_000149335.2,0.0075
GCA_000149365.1,0.0075
GCA_000149385.1,0.0075
GCA_000149425.1,0.0075
GCA_000149445.2,0.0075
GCA_000149555.1,0.0075
GCA_000149585.1,0.0075
GCA_000149615.1,0.0075
GCA_000149645.4,0.0075
GCA_000149685.1,0.0075
GCA_000149815.1,0.0075
GCA_000149845.2,0.0075
GCA_000149865.1,0.0075
GCA_000149895.1,0.0075
GCA_000149925.1,0.0075
GCA_000149985.1,0.0075
GCA_000150035.1,0.0075
GCA_000150055.1,0.0075
GCA_000150185.1,0.0075
GCA_000150215.1,0.0075
GCA_000150475.2,0.0075
GCA_000150505.2,0.0075
GCA_000150555.1,0.0075
GCA_000150585.1,0.0075
GCA_000150615.1,0.0075
GCA_000150645.1,0.0075
GCA_000150675.2,0.0075
GCA_000150705.2,0.0075
GCA_000150735.2,0.0075
GCA_000150825.1,0.0075
GCA_000150975.2,0.0075
GCA_000151005.2,0.0075
GCA_000151035.1,0.0075
GCA_000151065.3,0.0075
GCA_000151125.2,0.0075
GCA_000151145.1,0.0075
GCA_000151175.1,0.0075
GCA_000151295.1,0.0075
GCA_000151335.1,0.0075
GCA_000151355.1,0.0075
GCA_000151425.1,0.0075
GCA_000151455.1,0.0075
GCA_000151485.1,0.0075
GCA_000151505.1,0.0075
GCA_000151525.2,0.0075
GCA_000151575.2,0.0075
GCA_000151595.1,0.0075
GCA_000151645.1,0.0075
GCA_000166005.1,0.0075
GCA_000166175.1,0.0075
GCA_000166915.1,0.0075
GCA_000166955.1,0.0075
GCA_000166995.1,0.0075
GCA_000167015.1,0.0075
GCA_000167115.1,0.0075
GCA_000167175.1,0.0075
GCA_000167675.2,0.0075
GCA_000169275.1,0.0075
GCA_000170995.2,0.0075
GCA_000171015.2,0.0075
GCA_000174375.1,0.0075
GCA_000179355.1,0.0075
GCA_000179415.1,0.0075
GCA_000181435.1,0.0075
GCA_000181695.1,0.0075
GCA_000182075.2,0.0075
GCA_000182095.2,0.0075
GCA_000182115.1,0.0075
GCA_000182175.1,0.0075
GCA_000182315.2,0.0075
GCA_000182565.2,0.0075
GCA_000182785.1,0.0075
GCA_000182805.2,0.0075
GCA_000182895.1,0.0075
GCA_000182965.3,0.0075
GCA_000182985.1,0.0075
GCA_000183025.1,0.0075
GCA_000184105.1,0.0075
GCA_000185945.1,0.0075
GCA_000187245.3,0.0075
GCA_000187405.1,0.0075
GCA_000187425.2,0.0075
GCA_000190195.1,0.0075
GCA_000190215.1,0.0075
GCA_000190235.1,0.0075
GCA_000190255.1,0.0075
GCA_000190615.1,0.0075
GCA_000192455.1,0.0075
GCA_000192495.1,0.0075
GCA_000192515.1,0.0075
GCA_000192535.1,0.0075
GCA_000192555.1,0.0075
GCA_000192795.1,0.0075
GCA_000193285.1,0.0075
GCA_000203795.1,0.0075
GCA_000204055.1,0.0075
GCA_000208805.1,0.0075
GCA_000209165.1,0.0075
GCA_000209265.1,0.0075
GCA_000209285.1,0.0075
GCA_000209305.1,0.0075
GCA_000209345.1,0.0075
GCA_000209365.1,0.0075
GCA_000209485.1,0.0075
GCA_000213175.1,0.0075
GCA_000213195.1,0.0075
GCA_000218685.1,0.0075
GCA_000218725.1,0.0075
GCA_000218975.1,0.0075
GCA_000219625.1,0.0075
GCA_000221225.1,0.0075
GCA_000221245.2,0.0075
GCA_000221265.2,0.0075
GCA_000221285.2,0.0075
GCA_000222205.2,0.0075
GCA_000222805.1,0.0075
GCA_000222875.2,0.0075
GCA_000222895.2,0.0075
GCA_000222915.1,0.0075
GCA_000222935.2,0.0075
GCA_000222955.2,0.0075
GCA_000223055.1,0.0075
GCA_000223075.2,0.0075
GCA_000223175.2,0.0075
GCA_000223465.1,0.0075
GCA_000223505.1,0.0075
GCA_000223625.2,0.0075
GCA_000223645.2,0.0075
GCA_000223665.2,0.0075
GCA_000223685.2,0.0075
GCA_000223705.2,0.0075
GCA_000223725.2,0.0075
GCA_000223745.2,0.0075
GCA_000223765.2,0.0075
GCA_000223785.2,0.0075
GCA_000223805.2,0.0075
GCA_000223825.2,0.0075
GCA_000225285.2,0.0075
GCA_000225545.1,0.0075
GCA_000225605.1,0.0075
GCA_000225625.2,0.0075
GCA_000225645.2,0.0075
